贝齐系列,JY00361,单孔单把脸盆龙头,/joyou/faucet/beiqi/
贝齐系列,JY00362,单孔单把碗盆龙头,/joyou/faucet/beiqi/
贝齐系列,JY00363,单把浴缸龙头,/joyou/faucet/beiqi/
贝齐系列,JY00364,单把淋浴龙头,/joyou/faucet/beiqi/
贝齐系列,JY00368,双把分离式脸盆龙头,/joyou/faucet/beiqi/
淑女系列,JY00221,单孔单把脸盆龙头,/joyou/faucet/shunv/
淑女系列,JY00223,单把浴缸龙头,/joyou/faucet/shunv/
淑女系列,JY00224,单把淋浴龙头,/joyou/faucet/shunv/
淑女系列,JY00226,单孔单把碗盆龙头,/joyou/faucet/shunv/
淑女系列,JY00231,单孔单把脸盆龙头,/joyou/faucet/shunv/
淑女系列,JY00233,单把浴缸龙头,/joyou/faucet/shunv/
淑女系列,JY00234,单把淋浴龙头,/joyou/faucet/shunv/
淑女系列,JY00236,单孔单把碗盆龙头,/joyou/faucet/shunv/
俊伯,JY00161,单孔单把脸盆龙头,/joyou/faucet/junbo/
俊伯,JY00162,双孔单把脸盆龙头,/joyou/faucet/junbo/
俊伯,JY00163,单把浴缸龙头,/joyou/faucet/junbo/
俊伯,JY00164,单把淋浴龙头（软管式）,/joyou/faucet/junbo/
福玛,JY00352,双孔双把脸盆龙头,/joyou/faucet/fuma/
福玛,JY00214,双把淋浴龙头（软管式）,/joyou/faucet/fuma/
典雅,JY00341,单孔单把脸盆龙头,/joyou/faucet/dianya/
典雅,JY00342,单孔单把脸盆龙头,/joyou/faucet/dianya/
典雅,JY00343,单把浴缸龙头,/joyou/faucet/dianya/
典雅,JY00344,单把淋浴龙头,/joyou/faucet/dianya/
典雅,JY00346,单孔单把碗盆龙头,/joyou/faucet/dianya/
澳斯系列,JY00251,单孔单把脸盆龙头,/joyou/faucet/aosi/
澳斯系列,JY00252,单孔单把脸盆龙头,/joyou/faucet/aosi/
澳斯系列,JY00253,单把浴缸龙头,/joyou/faucet/aosi/
澳斯系列,JY00254,单把淋浴龙头,/joyou/faucet/aosi/
澳斯系列,JY00255,单孔单把碗盆龙头,/joyou/faucet/aosi/
维纳,JY00371,单孔单把脸盆龙头,/joyou/faucet/weina/
维纳,JY00372,单孔单把碗盆龙头,/joyou/faucet/weina/
维纳,JY00374,单把淋浴龙头,/joyou/faucet/weina/
天宇,JY00331,单孔双把脸盆龙头,/joyou/faucet/tianyu/
天宇,JY00332,双孔双把脸盆龙头,/joyou/faucet/tianyu/
天宇,JY00333,双把浴缸龙头,/joyou/faucet/tianyu/
天宇,JY00334,双把淋浴龙头（软管式）,/joyou/faucet/tianyu/
天宇,JY00336,单孔双把碗盆龙头,/joyou/faucet/tianyu/
天宇,JY00339,双把入墙碗盆龙头,/joyou/faucet/tianyu/
宾格,JY00181,单孔单把脸盆龙头,/joyou/faucet/binge/
宾格,JY00182,单孔单把脸盆龙头,/joyou/faucet/binge/
宾格,JY00183,单把浴缸龙头,/joyou/faucet/binge/
宾格,JY00184,单把淋浴龙头（软管式）,/joyou/faucet/binge/
罗纳,JY00411,单孔单把脸盆龙头,/joyou/faucet/luona/
罗纳,JY00412,单孔单把脸盆龙头,/joyou/faucet/luona/
罗纳,JY00413,单把浴缸龙头,/joyou/faucet/luona/
罗纳,JY00414,多功能淋浴龙头,/joyou/faucet/luona/
吉纳,JY00671,单孔单把脸盆龙头,/joyou/faucet/jina/
吉纳,JY00672,单孔单把碗盆龙头,/joyou/faucet/jina/
吉纳,JY00673,单把浴缸龙头,/joyou/faucet/jina/
吉纳,JY00674,单把淋浴龙头,/joyou/faucet/jina/
吉纳,JY00675,单孔单把厨房龙头,/joyou/faucet/jina/
吉纳,JY00677,单孔单把妇洗器龙头,/joyou/faucet/jina/
吉纳,JY00679,单把入墙碗盆龙头,/joyou/faucet/jina/
科里亚系列,JY00721,单孔单把脸盆龙头,/joyou/faucet/keliya/
科里亚系列,JY00722,单孔单把碗盆龙头,/joyou/faucet/keliya/
科里亚系列,JY00724,单把淋浴龙头,/joyou/faucet/keliya/
科里亚系列,JY00725,单孔单把厨房龙头,/joyou/faucet/keliya/
科里亚系列,JY00727,单孔单把妇洗器龙头,/joyou/faucet/keliya/
科里亚系列,JY00728,双把分离式脸盆龙头,/joyou/faucet/keliya/
科里亚系列,JY00729,双把入墙碗盆龙头,/joyou/faucet/keliya/
奔腾,JY00751,单孔单把脸盆龙头,/joyou/faucet/benteng/
奔腾,JY00752,单孔单把脸盆龙头(带面板),/joyou/faucet/benteng/
奔腾,JY00753,单把浴缸龙头,/joyou/faucet/benteng/
奔腾,JY00754,单把淋浴龙头,/joyou/faucet/benteng/
奔腾,JY00755,单孔单把厨房龙头,/joyou/faucet/benteng/
奔腾,JY00756,单孔单把碗盆龙头,/joyou/faucet/benteng/
奔腾,JY00757,单孔单把妇洗器龙头,/joyou/faucet/benteng/
奔腾,JY00758,双把分离式脸盆龙头,/joyou/faucet/benteng/
奔腾,JY00759,单把入墙碗盆龙头,/joyou/faucet/benteng/
诗迈,JY00691,单孔单把脸盆龙头,/joyou/faucet/shimai/
诗迈,JY00696,单孔单把碗盆龙头,/joyou/faucet/shimai/
诗迈,JY00693,单把浴缸龙头,/joyou/faucet/shimai/
诗迈,JY00694,单把淋浴龙头,/joyou/faucet/shimai/
诗迈,JY00692,分离式脸盆龙头,/joyou/faucet/shimai/
诗迈,JY00697,单把妇洗器龙头,/joyou/faucet/shimai/
诗迈,JY00699,单孔单把入墙碗盆龙头,/joyou/faucet/shimai/
雅朗系列,JY00781,单孔单把脸盆龙头,/joyou/faucet/yalang/
雅朗系列,JY00782,单孔单把脸盆龙头（带面板）,/joyou/faucet/yalang/
雅朗系列,JY00783,单把浴缸龙头,/joyou/faucet/yalang/
雅朗系列,JY00784,单把淋浴龙头,/joyou/faucet/yalang/
雅朗系列,JY00785,单孔单把厨房龙头,/joyou/faucet/yalang/
雅朗系列,JY00786,单孔单把碗盆龙头,/joyou/faucet/yalang/
维纳经典,JY00371-01,单孔单把脸盆龙头,/joyou/faucet/weina01/
维纳经典,JY00372-01,单孔单把碗盆龙头,/joyou/faucet/weina01/
维纳经典,JY00374-01,单把淋浴龙头,/joyou/faucet/weina01/
米尔顿系列,JY00431,单孔单把脸盆龙头,/joyou/faucet/mierdun/
米尔顿系列,JY00432,单孔单把碗盆龙头,/joyou/faucet/mierdun/
米尔顿系列,JY00435,单孔单把厨房龙头,/joyou/faucet/mierdun/
米尔顿系列,JY00436,单孔单把碗盆龙头,/joyou/faucet/mierdun/
米尔顿系列,JY00438,双把分离式脸盆龙头,/joyou/faucet/mierdun/
米尔顿系列,JY04843,五件套浴缸龙头,/joyou/faucet/mierdun/
帝派,JY00791,单孔单把脸盆龙头,/joyou/faucet/dipai/
帝派,JY00796,单孔单把碗盆龙头,/joyou/faucet/dipai/
帝派,JY00794,单把淋浴龙头,/joyou/faucet/dipai/
碗盆龙头,JY04502,,/joyou/faucet/airbasin/
碗盆龙头,JY04512,,/joyou/faucet/airbasin/
碗盆龙头,JY04522,,/joyou/faucet/airbasin/
碗盆龙头,JY04706,单孔单把碗盆龙头,/joyou/faucet/airbasin/
碗盆龙头,JY04714,单孔单把碗盆龙头,/joyou/faucet/airbasin/
碗盆龙头,JY04715,单孔单把碗盆龙头,/joyou/faucet/airbasin/
碗盆龙头,JY04716,单孔单把碗盆龙头,/joyou/faucet/airbasin/
碗盆龙头,JY04717,单孔单把碗盆龙头,/joyou/faucet/airbasin/
碗盆龙头,JY00772,单孔单把碗盆龙头,/joyou/faucet/airbasin/
碗盆龙头,JY04704,单孔单把碗盆龙头,/joyou/faucet/airbasin/
脸盆龙头,JY08703,单孔单把脸盆龙头,/joyou/faucet/washbasin/
脸盆龙头,JY08704,单孔单把脸盆龙头,/joyou/faucet/washbasin/
脸盆龙头,JY08707,单孔单把脸盆龙头,/joyou/faucet/washbasin/
脸盆龙头,JY08713,单孔单把脸盆龙头,/joyou/faucet/washbasin/
脸盆龙头,JY08715,单孔单把脸盆龙头,/joyou/faucet/washbasin/
脸盆龙头,JY08716,单孔单把脸盆龙头,/joyou/faucet/washbasin/
脸盆龙头,JY08717,单孔单把脸盆龙头,/joyou/faucet/washbasin/
脸盆龙头,JY08718,单孔单把脸盆龙头,/joyou/faucet/washbasin/
脸盆龙头,JY03722,双把分离式脸盆龙头,/joyou/faucet/washbasin/
脸盆龙头,JY00431/RB,单孔单把脸盆龙头,/joyou/faucet/washbasin/
脸盆龙头,JY00438/RB,双把分离式脸盆龙头,/joyou/faucet/washbasin/
脸盆龙头,JY00438/K,双把分离式脸盆龙头,/joyou/faucet/washbasin/
脸盆龙头,JY08722/K,双把分离式脸盆龙头,/joyou/faucet/washbasin/
脸盆龙头,JY00478,双把分离式脸盆龙头,/joyou/faucet/washbasin/
脸盆龙头,JY00668,双把分离式脸盆龙头,/joyou/faucet/washbasin/
脸盆龙头,JY00468,双把分离式脸盆龙头,/joyou/faucet/washbasin/
脸盆龙头,JY03722/RB,双把分离式脸盆龙头,/joyou/faucet/washbasin/
脸盆龙头,JY03722/K,双把分离式脸盆龙头,/joyou/faucet/washbasin/
电子触屏龙头,JY55001,恒温触摸式电子龙头,/joyou/faucet/touch/
电子触屏龙头,JY52015,电子触屏龙头,/joyou/faucet/touch/
电子触屏龙头,JY52016,电子触屏龙头,/joyou/faucet/touch/
电子触屏龙头,JY52017,电子触屏龙头,/joyou/faucet/touch/
浴缸龙头,JY04819,落地式浴缸龙头,/joyou/shower/bathtub/
浴缸龙头,JY04829/K,落地式浴缸龙头,/joyou/shower/bathtub/
浴缸龙头,JY04830,五件套浴缸龙头,/joyou/shower/bathtub/
浴缸龙头,JY04831,五件套浴缸龙头,/joyou/shower/bathtub/
浴缸龙头,JY04839,落地式浴缸龙头,/joyou/shower/bathtub/
浴缸龙头,JY04849,落地式浴缸龙头,/joyou/shower/bathtub/
浴缸龙头,JY04859,落地式浴缸龙头,/joyou/shower/bathtub/
浴缸龙头,JY04869,落地式浴缸龙头,/joyou/shower/bathtub/
浴缸龙头,JY04833,五件套浴缸龙头,/joyou/shower/bathtub/
浴缸龙头,JY04838,五件套浴缸龙头,/joyou/shower/bathtub/
浴缸龙头,JY04842,五件套浴缸龙头,/joyou/shower/bathtub/
浴缸龙头,JY04844,五件套浴缸龙头,/joyou/shower/bathtub/
浴缸龙头,JY04845,五件套浴缸龙头,/joyou/shower/bathtub/
浴缸龙头,JY04850,五件套浴缸龙头,/joyou/shower/bathtub/
浴缸龙头,JY50013,恒温淋浴龙头,/joyou/shower/bathtub/
浴缸龙头,JY50014,恒温浴缸龙头,/joyou/shower/bathtub/
浴缸龙头,JY50016,恒温淋浴龙头,/joyou/shower/bathtub/
浴缸龙头,JY04857,五件套浴缸龙头,/joyou/shower/bathtub/
浴缸龙头,JY04858,五件套浴缸龙头,/joyou/shower/bathtub/
浴缸龙头,JY04860,五件套浴缸龙头,/joyou/shower/bathtub/
淋浴柱,JY00398,单把龙头淋浴柱,/joyou/shower/column/
淋浴柱,JY04813,单把龙头淋浴柱（带下出水）,/joyou/shower/column/
淋浴柱,JY04820,单把龙头淋浴柱,/joyou/shower/column/
淋浴柱,JY04821-B,多功能淋浴柱,/joyou/shower/column/
淋浴柱,JY04822,单把龙头淋浴柱,/joyou/shower/column/
淋浴柱,JY04823,单把龙头淋浴柱,/joyou/shower/column/
淋浴柱,JY04827,单把龙头淋浴柱（带活动下出水）,/joyou/shower/column/
淋浴柱,JY00378,单把龙头淋浴柱（带下出水）,/joyou/shower/column/
淋浴柱,JY04828/K,双把龙头淋浴柱（带下出水）,/joyou/shower/column/
淋浴柱,JY04835,单把龙头淋浴柱（带下出水）,/joyou/shower/column/
淋浴柱,JY04841,单把龙头淋浴柱,/joyou/shower/column/
淋浴柱,JY04846,单把龙头淋浴柱,/joyou/shower/column/
淋浴柱,JY04848,单把龙头淋浴柱,/joyou/shower/column/
淋浴柱,JY00298-B,多功能淋浴柱,/joyou/shower/column/
淋浴柱,JY04908/K,暗装淋浴柱（镀金）,/joyou/shower/column/
淋浴柱,JY50019,恒温淋浴柱,/joyou/shower/column/
淋浴柱,JY50021,恒温淋浴柱,/joyou/shower/column/
淋浴柱,JY04807,单把龙头淋浴柱,/joyou/shower/column/
暗装淋浴花洒,JY04907,单把暗装淋浴花洒,/joyou/shower/conceal/
暗装淋浴花洒,JY04908,单把暗装淋浴花洒,/joyou/shower/conceal/
暗装淋浴花洒,JY04910,单把暗装淋浴花洒,/joyou/shower/conceal/
暗装淋浴花洒,JY04911,单把暗装淋浴花洒,/joyou/shower/conceal/
暗装淋浴花洒,JY04923,单把暗装淋浴花洒,/joyou/shower/conceal/
暗装淋浴花洒,JY04915,恒温暗装淋浴花洒,/joyou/shower/conceal/
暗装淋浴花洒,JY04916,恒温暗装淋浴花洒,/joyou/shower/conceal/
暗装淋浴花洒,JY04917,单把暗装淋浴花洒,/joyou/shower/conceal/
暗装淋浴花洒,JY04918,单把暗装淋浴花洒,/joyou/shower/conceal/
暗装淋浴花洒,JY04920,单把暗装淋浴花洒,/joyou/shower/conceal/
暗装淋浴花洒,JY04921,单把暗装淋浴花洒,/joyou/shower/conceal/
升降花洒,JY81006,五功能升降花洒,/joyou/shower/lift/
升降花洒,JY81045,五功能升降花洒,/joyou/shower/lift/
升降花洒,JY81046,五功能升降花洒,/joyou/shower/lift/
升降花洒,JY81049,单功能升降花洒,/joyou/shower/lift/
升降花洒,JY81022,三功能升降花洒,/joyou/shower/lift/
升降花洒,JY81029,五功能升降花洒,/joyou/shower/lift/
升降花洒,JY81048,五功能升降花洒,/joyou/shower/lift/
手握花洒,JY80002,五功能手握花洒,/joyou/shower/hand/
手握花洒,JY80007,单功能手握花洒,/joyou/shower/hand/
手握花洒,JY80030,五功能手握花洒,/joyou/shower/hand/
手握花洒,JY80045,三功能手握花洒,/joyou/shower/hand/
手握花洒,JY80048,三功能手握花洒 ,/joyou/shower/hand/
手握花洒,JY80049,单功能手握花洒,/joyou/shower/hand/
手握花洒,JY80050,五功能手握花洒,/joyou/shower/hand/
手握花洒,JY80051,五功能手握花洒,/joyou/shower/hand/
手握花洒,JY80052,三功能手握花洒 ,/joyou/shower/hand/
手握花洒,JY80053,三功能手握花洒 ,/joyou/shower/hand/
手握花洒,JY80001,三功能手握花洒,/joyou/shower/hand/
手握花洒,JY80034,三功能单头泡壳包装,/joyou/shower/hand/
手握花洒,JY80035,五功能单头泡壳包装,/joyou/shower/hand/
面盆,JY63059,艺术盆,/joyou/ceramic/basin/
面盆,JY63058,艺术盆,/joyou/ceramic/basin/
面盆,JY63031,艺术盆,/joyou/ceramic/basin/
面盆,JY63032,艺术盆,/joyou/ceramic/basin/
面盆,JY63034,艺术盆,/joyou/ceramic/basin/
面盆,JY63035,台上盆,/joyou/ceramic/basin/
面盆,JY63045,台上盆,/joyou/ceramic/basin/
面盆,JY63060,台上盆,/joyou/ceramic/basin/
面盆,JY63061,台上盆,/joyou/ceramic/basin/
面盆,JY63044,台下盆,/joyou/ceramic/basin/
